Local time in Wurzburg,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
06.02.2017 11:00,3.9,737.8,762.7,,79,Wind blowing from the north-northeast,4,,,70 – 80%., ,,,,,,,,,,,0.6,,,,,,
06.02.2017 10:00,3.4,737.2,762.2,,81,Wind blowing from the north-east,3,,,100%., ,,,1.8,,,,,,,,0.4,,,,,,
06.02.2017 09:00,2.7,736.7,761.7,,82,Wind blowing from the north-northeast,4,,,70 – 80%., ,,,,,,,,,,,-0.1,,,,,,
06.02.2017 08:00,1.9,736.2,761.2,,86,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,,,,,,,,-0.3,,,,,,
06.02.2017 07:00,2.2,735.4,760.5,,83,Wind blowing from the north-northeast,4,,,100%., ,,,1.8,4.7,,,,,,,-0.5,No precipitation,12,,,,
06.02.2017 06:00,2.3,734.6,759.6,,82,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,,,,,,,,-0.5,,,,,,
06.02.2017 05:00,2.0,733.8,758.8,,84,Wind blowing from the north,2,,,100%., ,,,,,,,,,,,-0.4,,,,,,
06.02.2017 04:00,2.0,733.3,758.3,,84,Wind blowing from the north,2,,,70 – 80%., ,,,,,,,,,,,-0.5,,,,,,
06.02.2017 03:00,2.1,732.8,757.7,,85,Wind blowing from the north-northeast,2,,,70 – 80%., ,,,,,,,,,,,-0.2,,,,,,
06.02.2017 02:00,2.1,732.1,757.0,,86,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,,,,,-0.1,,,,,,
06.02.2017 01:00,2.3,731.5,756.4,,84,Wind blowing from the north-east,4,,,100%., ,,,,,,,,,,,-0.1,No precipitation,6,,,,
06.02.2017 00:00,2.5,731.0,755.8,,85,Wind blowing from the north-northeast,2,,,100%., ,,,,,,,,,,,0.2,,,,,,
05.02.2017 23:00,3.0,730.6,755.4,1.1,83,Wind blowing from the north-east,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,35.0,0.4,,,,,,
05.02.2017 22:00,3.5,730.3,755.0,,83,Wind blowing from the north-east,4,,,100%., ,,,,,,,,,,,0.8,,,,,,
05.02.2017 21:00,3.6,729.9,754.6,0.9,85,Wind blowing from the north-east,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,24.0,1.2,,,,,,
05.02.2017 20:00,4.0,729.5,754.2,1.1,83,Wind blowing from the north-east,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,29.0,1.4,,,,,,
05.02.2017 19:00,4.7,729.4,754.0,1.1,79,Wind blowing from the north-east,4,,,100%., ,,,1.7,8.4,,,2000-2500,,,30.0,1.4,No precipitation,12,,,,
05.02.2017 18:00,5.2,729.0,753.5,0.6,79,Wind blowing from the east-northeast,3,,,70 – 80%., ,,,,,,,2000-2500,,,60.0,1.8,,,,,,
05.02.2017 17:00,6.0,728.4,752.8,-0.1,75,Wind blowing from the north-east,4,,,50%., ,,,,,,,2000-2500,,,50.0,1.9,,,,,,
05.02.2017 16:00,7.7,728.3,752.6,-0.5,68,Wind blowing from the east-northeast,3,,,no clouds, ,,,,,,,,,,65.0,2.2,,,,,,
05.02.2017 15:00,7.8,728.4,752.6,-0.7,67,Wind blowing from the east,3,,,no clouds, ,,,,,,,,,,70.0,2.0,,,,,,
05.02.2017 14:00,7.6,728.5,752.8,-0.9,63,Wind blowing from the south-southeast,3,,,no clouds, ,,,,,,,,,,70.0,0.9,,,,,,
05.02.2017 13:00,6.8,728.8,753.2,-0.6,69,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,60.0,1.5,No precipitation,6,,,,
05.02.2017 12:00,5.7,729.1,753.5,-0.9,77,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,40.0,1.9,,,,,,
05.02.2017 11:00,5.5,729.4,753.9,-0.8,82,Wind blowing from the south-southeast,2,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,45.0,2.6,,,,,,
05.02.2017 10:00,3.6,729.4,754.1,-0.5,88,Wind blowing from the south-southeast,2,,,no clouds, ,,,1.7,,,,,,,40.0,1.8,,,,,,
05.02.2017 09:00,2.9,730.0,754.7,0.2,91,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,30.0,1.5,,,,,,
05.02.2017 08:00,1.8,730.2,755.1,0.3,96,Wind blowing from the south-southwest,2,,,no clouds, ,,,,,,,,,,30.0,1.2,,,,,,
05.02.2017 07:00,2.2,729.9,754.7,0.2,93,Wind blowing from the west-southwest,3,,,no clouds, ,Rain.,Drizzle.,2.2,5.6,,,,,,40.0,1.2,2,12,,,,
05.02.2017 06:00,2.8,729.8,754.6,0.6,95,Wind blowing from the south,2,,,20–30%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,1000-1500,,,35.0,2.0,,,,,,
05.02.2017 05:00,3.9,729.9,754.6,1.1,93,Wind blowing from the south-west,4,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,70.0,2.8,,,,,,
05.02.2017 04:00,4.5,729.7,754.3,1.5,86,Wind blowing from the west,6,,,70 – 80%.,"Drizzle and rain, slight. ",Rain.,Drizzle.,,,,,300-600,,,24.0,2.4,,,,,,
05.02.2017 03:00,4.8,729.2,753.7,1.4,84,Wind blowing from the west,7,,,70 – 80%.,Drizzle (not freezing) or snow grains. ,Drizzle.,,,,,,600-1000,,,70.0,2.3,,,,,,
05.02.2017 02:00,4.3,728.8,753.4,1.5,90,Wind blowing from the west,6,,,70 – 80%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,300-600,,,70.0,2.8,,,,,,
05.02.2017 01:00,4.6,728.2,752.8,1.2,88,Wind blowing from the west,8,,,70 – 80%.,"Drizzle and rain, slight. ",Rain.,Drizzle.,,,,,300-600,,,18.0,2.8,2,6,,,,
05.02.2017 00:00,4.8,727.8,752.3,1.0,87,Wind blowing from the west-southwest,9,,,70 – 80%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,55.0,2.8,,,,,,
04.02.2017 23:00,5.0,727.3,751.7,0.6,89,Wind blowing from the south-west,10,,,100%.,"Rain, not freezing, slight. ",Rain.,Precipitation,,,,,300-600,,,19.0,3.3,,,,,,
04.02.2017 22:00,5.6,727.0,751.3,0.4,88,Wind blowing from the south-west,8,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,300-600,,,26.0,3.8,,,,,,
04.02.2017 21:00,4.4,726.8,751.3,0.1,93,Wind blowing from the south,4,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,7.0,3.4,,,,,,
04.02.2017 20:00,3.8,726.7,751.3,0.1,89,Wind blowing from the south-southeast,3,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,10.0,2.1,,,,,,
04.02.2017 19:00,4.2,726.6,751.1,-0.4,86,Wind blowing from the east-southeast,3,,,70 – 80%.,Rain (not freezing). ,Rain.,Drizzle.,0.5,7.8,,,1000-1500,,,15.0,2.0,,,,,,
04.02.2017 18:00,5.1,726.7,751.1,-0.1,82,Wind blowing from the east-southeast,5,,,70 – 80%., ,,,,,,,1500-2000,,,19.0,2.2,,,,,,
04.02.2017 17:00,6.0,726.6,751.0,-0.4,79,Wind blowing from the east,6,,,50%.,Rain (not freezing). ,Rain.,,,,,,1000-1500,,,27.0,2.6,,,,,,
04.02.2017 16:00,7.0,727.0,751.3,-0.7,76,Wind blowing from the east-southeast,3,,,20–30%., ,,,,,,,1000-1500,,,30.0,3.1,,,,,,
04.02.2017 15:00,7.5,726.8,751.0,-1.4,76,Wind blowing from the east-southeast,3,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,29.0,3.5,,,,,,
04.02.2017 14:00,7.6,727.0,751.2,-2.1,74,Wind blowing from the east-southeast,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,30.0,3.2,,,,,,
04.02.2017 13:00,7.1,727.7,752.0,-2.3,75,Wind blowing from the east-southeast,2,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,22.0,2.9,No precipitation,6,,,,
04.02.2017 12:00,6.6,728.2,752.6,-1.8,76,Wind blowing from the south-east,3,,,no clouds, ,,,,,,,,,,26.0,2.7,,,,,,
04.02.2017 11:00,4.7,729.1,753.7,-1.2,83,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,17.0,2.1,,,,,,
04.02.2017 10:00,3.3,730.0,754.7,-0.9,86,Wind blowing from the south,2,,,no clouds, ,,,0.5,,,,,,,40.0,1.1,,,,,,
04.02.2017 09:00,1.7,730.0,754.9,-0.6,91,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,28.0,0.3,,,,,,
04.02.2017 08:00,1.8,730.3,755.2,-0.5,93,Wind blowing from the south-east,2,,,no clouds, ,,,,,,,,,,55.0,0.7,,,,,,
04.02.2017 07:00,1.4,730.9,755.8,-0.3,94,Wind blowing from the south-southwest,1,,,no clouds, ,,,0.9,5.1,,,,,,14.0,0.6,,,,,,
04.02.2017 06:00,2.8,730.6,755.4,-0.4,89,Wind blowing from the south-southeast,2,,,no clouds, ,,,,,,,,,,40.0,1.2,,,,,,
04.02.2017 05:00,3.4,730.8,755.5,-0.2,88,Wind blowing from the south,2,,,no clouds, ,,,,,,,,,,40.0,1.6,,,,,,
04.02.2017 04:00,2.8,731.2,756.0,0.3,92,Wind blowing from the south,3,,,70 – 80%., ,,,,,,,1500-2000,,,14.0,1.6,,,,,,
04.02.2017 03:00,2.1,731.0,755.8,-0.2,99,Wind blowing from the south,2,,,100%.,Mist. ,Visibility reduced.,,,,,,1500-2000,,,7.0,1.9,,,,,,
04.02.2017 02:00,1.8,731.0,755.9,-0.2,99,Wind blowing from the south-southeast,3,,,20–30%.,Mist. ,Visibility reduced.,,,,,,1500-2000,,,6.0,1.7,,,,,,
04.02.2017 01:00,1.8,730.9,755.8,-0.4,100,Wind blowing from the south-southeast,3,,,70 – 80%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,1500-2000,,,2.9,1.8,,,,,,
04.02.2017 00:00,1.1,731.2,756.1,-0.3,100,Wind blowing from the south-southeast,2,,,100%.,"Drizzle and rain, slight. ",Rain.,Fog,,,,,Less than  50,,,less than 0.1,1.1,,,,,,
03.02.2017 23:00,1.3,731.2,756.1,-0.4,100,Wind blowing from the south-southeast,2,,,100%.,Fog ,Fog,Fog,,,,,Less than  50,,,less than 0.1,1.3,,,,,,
03.02.2017 22:00,3.1,731.3,756.1,0.2,100,Wind blowing from the south-southeast,2,,,no clouds,Fog ,Fog,Visibility reduced.,,,,,,,,0.2,3.1,,,,,,
03.02.2017 21:00,4.1,731.5,756.1,0.3,99,Wind blowing from the south-southeast,2,,,no clouds,Fog ,Fog,Visibility reduced.,,,,,,,,3.2,3.9,,,,,,
03.02.2017 20:00,4.4,731.6,756.3,0.1,100,Wind blowing from the south,2,,,20–30%.,Fog ,Fog,Visibility reduced.,,,,,600-1000,,,0.4,4.4,,,,,,
03.02.2017 19:00,5.2,731.1,755.7,-0.2,97,Wind blowing from the south-southeast,3,,,20–30%.,Mist. ,Rain.,Drizzle.,1.8,8.9,,,"2500 or more, or no clouds.",,,5.0,4.8,0.1,12,,,,
03.02.2017 18:00,7.1,731.2,755.6,-0.2,92,Wind blowing from the south,1,,,100%., ,,,,,,,600-1000,,,15.0,5.8,,,,,,
03.02.2017 17:00,8.1,731.5,755.8,-0.2,87,Wind blowing from the south-southwest,2,,,100%., ,,,,,,,600-1000,,,21.0,6.1,,,,,,
03.02.2017 16:00,8.4,731.3,755.6,-0.8,87,Wind blowing from the south-southwest,2,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,600-1000,,,19.0,6.4,,,,,,
03.02.2017 15:00,7.8,731.4,755.7,-1.0,89,Wind blowing from the south,2,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,8.0,6.1,,,,,,
03.02.2017 14:00,7.0,731.7,756.1,-0.7,88,Wind blowing from the south-southeast,2,,,100%., ,,,,,,,600-1000,,,9.0,5.1,,,,,,
03.02.2017 13:00,6.3,732.1,756.6,-0.2,85,Wind blowing from the south,2,,,70 – 80%.,Mist. ,Rain.,Drizzle.,,,,,600-1000,,,7.0,4.0,,,,,,
03.02.2017 12:00,4.7,732.4,757.0,0.5,90,Wind blowing from the south-southeast,2,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,1500-2000,,,6.0,3.1,,,,,,
03.02.2017 11:00,3.4,732.4,757.2,0.4,94,Wind blowing from the south-southeast,2,,,70 – 80%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,300-600,,,3.3,2.5,,,,,,
03.02.2017 10:00,2.7,732.3,757.1,0.5,96,Wind blowing from the south-southeast,1,,,20–30%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,1.2,,,,2000-2500,,,2.9,2.1,,,,,,
03.02.2017 09:00,2.5,731.9,756.7,-0.2,96,Wind blowing from the east-southeast,1,,,70 – 80%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,1000-1500,,,3.0,1.9,,,,,,
03.02.2017 08:00,2.2,732.0,756.9,-0.5,96,Wind blowing from the south-southeast,1,,,70 – 80%.,"Rain, not freezing, slight. ",Rain.,Visibility reduced.,,,,,1000-1500,,,3.6,1.6,,,,,,
03.02.2017 07:00,1.8,731.8,756.7,-0.7,99,Wind blowing from the south-east,1,,,70 – 80%.,Rain (not freezing). ,Rain.,Drizzle.,1.2,3.1,,,"2500 or more, or no clouds.",,,2.3,1.6,0.1,12,,,,
03.02.2017 06:00,2.1,732.1,757.0,-0.6,98,Wind blowing from the east-northeast,2,,,70 – 80%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,1500-2000,,,3.6,1.8,,,,,,
03.02.2017 05:00,2.2,732.5,757.4,-0.1,98,Wind blowing from the north-west,1,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,1500-2000,,,4.6,1.9,,,,,,
03.02.2017 04:00,1.9,732.5,757.4,-0.1,99,Wind blowing from the east,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,3.8,1.7,,,,,,
03.02.2017 03:00,2.0,732.7,757.6,-0.1,99,Wind blowing from the north-east,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,1500-2000,,,3.1,1.8,,,,,,
03.02.2017 02:00,1.9,732.6,757.5,-0.4,99,Wind blowing from the north-northeast,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,"2500 or more, or no clouds.",,,3.6,1.8,,,,,,
03.02.2017 01:00,2.0,732.6,757.5,-0.7,99,Wind blowing from the north,1,,,100%.,Mist. ,Rain.,Drizzle.,,,,,"2500 or more, or no clouds.",,,1.9,1.8,0.1,6,,,,
03.02.2017 00:00,2.3,732.8,757.7,-0.9,98,Wind blowing from the north-east,2,,,100%.,Rain (not freezing). ,Rain.,Fog,,,,,"2500 or more, or no clouds.",,,3.3,2.0,,,,,,
02.02.2017 23:00,2.3,733.0,757.9,-0.9,99,Wind blowing from the north-northeast,2,,,70 – 80%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,2000-2500,,,2.4,2.1,,,,,,
02.02.2017 22:00,2.8,733.3,758.2,-0.6,96,Wind blowing from the north-northeast,2,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,2000-2500,,,2.8,2.2,,,,,,
02.02.2017 21:00,2.7,733.7,758.6,-0.5,96,Wind blowing from the east-northeast,2,,,70 – 80%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,600-1000,,,2.7,2.1,,,,,,
02.02.2017 20:00,2.9,733.9,758.8,-0.3,95,Wind blowing from the north-east,2,,,70 – 80%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,2.6,2.2,,,,,,
02.02.2017 19:00,3.0,733.9,758.8,-0.5,97,Wind blowing from the north-east,1,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,0.9,4.8,,,"2500 or more, or no clouds.",,,3.1,2.5,No precipitation,12,,,,
02.02.2017 18:00,3.4,734.2,759.0,-0.5,96,Wind blowing from the north-east,2,,,70 – 80%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,3.8,2.8,,,,,,
02.02.2017 17:00,4.0,734.2,759.0,-0.6,93,Wind blowing from the north-east,3,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,2000-2500,,,5.0,3.0,,,,,,
02.02.2017 16:00,4.6,734.4,759.1,-1.1,91,Wind blowing from the east-northeast,2,,,70 – 80%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,1500-2000,,,5.0,3.3,,,,,,
02.02.2017 15:00,4.4,734.7,759.4,-1.3,91,Wind blowing from the east-northeast,2,,,70 – 80%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,200-300,,,5.0,3.0,,,,,,
02.02.2017 14:00,4.4,734.8,759.6,-1.5,91,Wind blowing from the east-northeast,3,,,70 – 80%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,200-300,,,4.9,3.0,,,,,,
02.02.2017 13:00,3.9,735.5,760.3,-1.1,93,Wind blowing from the east,3,,,100%.,Mist. ,Fog,Visibility reduced.,,,,,100-200,,,5.0,2.9,No precipitation,6,,,,
02.02.2017 12:00,3.3,736.0,760.9,-0.7,93,Wind blowing from the east,3,,,100%.,Mist. ,Visibility reduced.,Visibility reduced.,,,,,100-200,,,4.1,2.3,,,,,,
02.02.2017 11:00,2.9,736.3,761.3,-0.5,95,Wind blowing from the east,2,,,100%.,Mist. ,Visibility reduced.,,,,,,100-200,,,3.4,2.2,,,,,,
02.02.2017 10:00,2.1,736.6,761.7,-0.3,96,Wind blowing from the east,1,,,70 – 80%.,Fog ,Fog,Visibility reduced.,0.9,,,,100-200,,,2.1,1.5,,,,,,
02.02.2017 09:00,1.1,736.7,761.8,-0.5,98,Wind blowing from the east-northeast,3,,,100%.,Fog ,Fog,Fog,,,,,100-200,,,0.8,0.8,,,,,,
02.02.2017 08:00,1.0,736.8,762.0,-0.5,99,Wind blowing from the east,2,,,100%.,Fog ,Fog,Fog,,,,,100-200,,,0.9,0.8,,,,,,
02.02.2017 07:00,1.5,736.9,762.0,-0.3,98,Wind blowing from the east-southeast,2,,,70 – 80%.,Fog ,Rain.,Drizzle.,1.1,2.2,,,100-200,,,0.9,1.2,0.4,12,,,,
02.02.2017 06:00,1.4,737.2,762.3,-0.5,97,Wind blowing from the east,2,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,100-200,,,0.9,1.0,,,,,,
02.02.2017 05:00,1.3,737.3,762.4,-0.7,98,Wind blowing from the east-northeast,2,,,100%.,Rain (not freezing). ,Rain.,Drizzle.,,,,,100-200,,,1.8,1.0,,,,,,
02.02.2017 04:00,1.5,737.2,762.3,-0.7,97,Wind blowing from the east,3,,,100%.,"Drizzle, not freezing, slight. ",Rain.,Drizzle.,,,,,100-200,,,2.4,1.1,,,,,,
02.02.2017 03:00,1.5,737.7,762.8,-0.7,94,Wind blowing from the east,3,,,100%.,"Rain, not freezing, slight. ",Rain.,Drizzle.,,,,,200-300,,,2.4,0.6,,,,,,
02.02.2017 02:00,1.6,738.0,763.1,-0.4,91,Wind blowing from the east-southeast,4,,,100%.,"Drizzle, not freezing, slight. ",Drizzle.,Visibility reduced.,,,,,200-300,,,3.8,0.3,,,,,,
02.02.2017 01:00,1.5,737.9,763.0,-0.9,91,Wind blowing from the east,5,,,100%.,Mist. ,Visibility reduced.,,,,,,200-300,,,4.5,0.1,No precipitation,6,,,,
02.02.2017 00:00,1.5,738.4,763.6,-0.3,89,Wind blowing from the east-southeast,4,,,100%.,Mist. ,Visibility reduced.,,,,,,200-300,,,6.0,-0.2,,,,,,
